web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-453","https://poe2db.tw/us/Keywords","Chances in excess of 100%","","","","By default, chance-based stats cap at 100% chance for the result to occur. However, some chances can exceed 100%. Unless otherwise specified, a chance higher than 100% is equivalent to 100% chance - the chance always succeeds. But some effects may scale based on how high the chance is or how much it exceeds 100% by.","","","","","","","","","","","","","","","","","","","",""
"1788937663-454","https://poe2db.tw/us/Keywords","Spirit Of The Owl","","","","Players possessed by the Spirit Of The Owl have 60% increased Energy Shield, 80% increased Damage and Gain 20% of Damage as Extra Cold Damage.

Players will also periodically summon a spiritual Owl that conjures a Cold tornado.","","","","","","","","","","","","","Energy Shield","","","","","","",""
"1788937663-455","https://poe2db.tw/us/Keywords","Spirit Of The Serpent","","","","Players possessed by the Spirit Of The Serpent have All Damage from Hits Contributes to Poison Magnitude, Always Poison on Hit and 80% increased Damage.

Players will also be accompanied by Spiritual Snakes that periodically strike enemies.","","","All Damage","","","","","","","","","Poison","","","","","","","",""
"1788937663-456","https://poe2db.tw/us/Keywords","Spirit Of The Primate","","","","Players possessed by the Spirit Of The Primate have All Damage from Hits Contributes to Chill Magnitude, 60% Increased Freeze Buildup and 80% increased Damage.

Players will also periodically summon a group of spiritual Primates.","","Chill","All Damage","","","","","","","","","","","","","","","","",""
"1788937663-457","https://poe2db.tw/us/Keywords","Spirit Of The Bear","","","","Players possessed by the Spirit Of The Bear have 20% Increased Maximum Life, 60% increased Stun Threshold, 60% increased Stun Buildup and 20% reduced damage taken.

Players will also periodically summon a spiritual Bear that uses slam attacks.","","","","","","","","","","","","","","","","","","","",""
"1788937663-458","https://poe2db.tw/us/Keywords","Spirit Of The Boar","","","","Players possessed by the Spirit Of The Boar Gain 20% of Damage as Extra Fire Damage, always inflict Bleeding on Hit and have 20% reduced damage taken.

Players will also periodically summon spiritual Boars that explode, dealing Fire Damage.","","","","","","Bleeding","","","","","","","","","","","","","",""
"1788937663-459","https://poe2db.tw/us/Keywords","Spirit Of The Ox","","","","Players possessed by the Spirit Of The Ox have 50% reduced Slowing Potency of Debuffs on them, 60% increased Elemental Ailment Threshold and Armour and 20% reduced damage taken.

Players will also periodically summon a spiritual stampede of Oxen that tramples over enemies.","","","","","Elemental Ailment Threshold","","","Armour","Debuffs","","Slowing","","","","","","","","",""
"1788937663-460","https://poe2db.tw/us/Keywords","Spirit Of The Wolf","","","","Players possessed by the Spirit Of The Wolf have 10% increased Skill Speed, 5% increased Movement Speed and Break Armour equal to 10% of Hit Damage dealt.

Players will also periodically summon a spiritual Wolf which uses a Maiming dash attack.","","","","","","","","","","","","","","","","","","","",""
"1788937663-461","https://poe2db.tw/us/Keywords","Spirit Of The Stag","","","","Players possessed by the Spirit Of The Stag have +30% to all Elemental Resistances, 30% increased Skill Speed, 15% increased Movement Speed and Gain 20% of Damage as Extra Lightning Damage.

Players will also periodically summon a spiritual Stag that calls down Lightning bolts.","","","","","","","","","","","","","","","","","","","",""
"1788937663-462","https://poe2db.tw/us/Keywords","Spirit Of The Cat","","","Evasion","Players possessed by the Spirit Of The Cat have 60% increased Evasion Rating, 100% increased Critical Hit chance, 30% increased Skill Speed and 15% increased Movement Speed.

Players will also periodically summon a ravaging flurry of spiritual Cats.","","","","","","","","","","","","","","","","","","","",""
"1788937663-463","https://poe2db.tw/us/Keywords","Possessed","","","","Players possessed by Spirits of the Azmeri gain powerful buffs depending on what Spirit Animal has possessed them. Spiritual beasts will occasionally be summoned to aid the player. Players can only be possessed by one Spirit at a time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-464","https://poe2db.tw/us/Keywords","Vulnerability","","","","Vulnerability is a Curse that lowers the Armour of those affected. If not otherwise specified, Vulnerability removes 191 Armour.","","","","","","","","Armour","","","","","","","","","","","",""
"1788937663-465","https://poe2db.tw/us/Keywords","Despair","","","","Despair is a Curse that lowers the Chaos Resistance of those affected. If not otherwise specified, Despair lowers Chaos Resistance by 25%.","","","","","","","","","","","","","","","","","","","",""
"1788937663-466","https://poe2db.tw/us/Keywords","Temporal Chains","","","","Temporal Chains is a Curse that slows those affected and makes other effects on them expire more slowly. If not otherwise specified, Temporal Chains slows by 26%.","","","","","","","","","","","slows","","","","","","","","",""
"1788937663-467","https://poe2db.tw/us/Keywords","Resisted by Other Value","","","","Damage from your Hits will effectively ignore the value of the target's relevant Resistance, and instead be mitigated by the specified value of Resistance.



This will still occur even if you Ignore the target's Resistance, as this mitigation is not based on their Resistance stats. Similarly, Penetration will not apply to this Resistance value.","","","","","","","","","","","","","","","","","","","",""
"1788937663-468","https://poe2db.tw/us/Keywords","Glory","","","","Glory is a resource that must be spent to use certain powerful Skills. These Skills each have a method of generating Glory, and actions taken against enemies will generate Glory equal to the monster's Power. Different Skills gain and lose Glory separately, and each Skill can only generate Glory once every 0.5 seconds per monster.



Different Skills have different Glory requirements. Skills lose 2 Glory per second if they haven't gained Glory in the past 15 seconds. You cannot gain Glory for a Skill while any instance of that Skill is active unless that Skill is a Banner, but different Skills can generate Glory from the same Glorious action.","","","","","","","","","","","","","","","","","","","",""
"1788937663-469","https://poe2db.tw/us/Keywords","Mounting Greed","","","","Players with Mounting Greed gain increased Rarity of Items on kill up to a limit of 100%. This increased Rarity decays over time.



Higher Rarity monsters grant a greater amount of Rarity.","","","","","","","","","","","","","","","","","","","",""
"1788937663-470","https://poe2db.tw/us/Keywords","Obelisk of Corruption","","","","An Obelisk of Corruption is an object that activates once a player gets close enough; granting a 10 second Buff that makes enemies killed by you explode, dealing 10% of their life as Physical damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-471","https://poe2db.tw/us/Keywords","Obelisk of Cleansing","","","Evasion","An Obelisk of Cleansing is an object that activates once a player gets close enough; granting a 10 second Buff that grants 100% Item Rarity, 50% increased Armour, Evasion and Energy Shield and makes players Gain 30% of Damage as extra Lightning Damage.","","","","","","","","Armour","","","","","Energy Shield","","","","","","",""
"1788937663-472","https://poe2db.tw/us/Keywords","Immured Fury","","","","The Immured Fury is a powerful monster that has appeared due to the Cleansing process. This monster has dangerous abilities but greatly increased rewards.","","","","","","","","","","","","","","","","","","","",""
"1788937663-473","https://poe2db.tw/us/Keywords","Fractured Modifiers","","","","A Fractured Modifier is locked onto the item permanently. It cannot be removed or altered.","","","","","","","","","","","","","","","","","","","",""
"1788937663-474","https://poe2db.tw/us/Keywords","Weapon Sets","","","","Your character has two Weapon Sets that can be used independently by equipping items into both sets.



By default your Skills will use the currently active Weapon Set if possible, or automatically swap to your other Weapon Set if required to use the Skill. You can also specify the Weapon Set you want to automatically swap to for each Skill in that Skill's information panel.



In addition to changing your active items, Weapon Sets also have dedicated Passive Skill Points that can be allocated differently in each Weapon Set.



Weapon Sets can have differing amounts of available Spirit, due to weapons with Spirit (such as Sceptres), Weapon Set Passive Skills, or Persistent Skills that are active in specific Weapon Sets.","","","","","","","","","","","","","","","","","","","",""
