web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image
1788936683-545,https://poe2db.tw/us/Gem#SupportGems,Runic Extraction,"Runic Extraction (1)Support, Remnant","Support, Remnant",Support,,,,,,,,,,,,,,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionRunicExtraction.webp
1788936683-546,https://poe2db.tw/us/Gem#SupportGems,Runic Infusion,"Runic Infusion (1)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionRunicInfusion.webp
1788936683-547,https://poe2db.tw/us/Gem#SupportGems,Scouring Flame,"Scouring Flame (1)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionScouringFlame.webp
1788936683-548,https://poe2db.tw/us/Gem#SupportGems,Seraph's Heart,"Seraph's Heart (1)Support, Lineage, Buff, Persistent","Support, Lineage, Buff, Persistent",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/SeraphsHeart.webp
1788936683-549,https://poe2db.tw/us/Gem#SupportGems,Styrn's Ferocity,"Styrn's Ferocity (1)Support, Lineage, Physical","Support, Lineage, Physical",Support,,,,,,,,,,,,Physical,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/KnightsFerocity.webp
1788936683-550,https://poe2db.tw/us/Gem#SupportGems,Styrn's Mountain,"Styrn's Mountain (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/KnightsLegacy.webp
1788936683-551,https://poe2db.tw/us/Gem#SupportGems,Tangmazu's Thurible,"Tangmazu's Thurible (1)Support, Lineage, Minion, Persistent","Support, Lineage, Minion, Persistent",Support,,,,,,,,,,,,,Lineage,Minion,,,,,,,,,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TangmazusThurible.webp
1788936683-552,https://poe2db.tw/us/Gem#SupportGems,Trickster's Shard,"Trickster's Shard (1)Support, Lineage, Spell, AoE, Trigger, Duration","Support, Lineage, Spell, AoE, Trigger, Duration",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TrickstersShard.webp
1788936683-553,https://poe2db.tw/us/Gem#SupportGems,Tul's Avalanche,"Tul's Avalanche (1)Support, Lineage, Spell, AoE","Support, Lineage, Spell, AoE",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TulsProgeny.webp
1788936683-554,https://poe2db.tw/us/Gem#SupportGems,Uhtred's Constellation,"Uhtred's Constellation (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/UhtredsConstellation.webp
1788936683-555,https://poe2db.tw/us/Gem#SupportGems,Uhtred's Rite,"Uhtred's Rite (1)Support, Lineage, Duration","Support, Lineage, Duration",Support,,,,,,,,,,,,,Lineage,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/UthredsChalice.webp
1788936683-556,https://poe2db.tw/us/Gem#SupportGems,Vorana's Siege,"Vorana's Siege (1)Support, Lineage, AoE","Support, Lineage, AoE",Support,,,,,,,,,,,,,Lineage,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/VoranasSiege.webp
1788936683-557,https://poe2db.tw/us/Gem#SupportGems,Vruun's Aftermath,"Vruun's Aftermath (1)Support, Lineage, Warcry","Support, Lineage, Warcry",Support,,,,,,,Warcry,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/VruunsAftermath.webp
