web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image,parsed_tags,category
1788936683-532,https://poe2db.tw/us/Gem#SupportGems,Breachlord's Amalgam,"Breachlord's Amalgam (1)Support, Lineage, Projectile, Lightning, Cold","Support, Lineage, Projectile, Lightning, Cold",Support,,,,,,,,,Projectile,,,,Lineage,,,,,Lightning,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/BreachlordsAmalgam.webp,,Other
1788936683-533,https://poe2db.tw/us/Gem#SupportGems,Catha's Brilliance,"Catha's Brilliance (1)Support, Lineage, Minion, AoE, Fire","Support, Lineage, Minion, AoE, Fire",Support,,,,,,,,,,Fire,,,Lineage,Minion,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/CathasBrilliance.webp,,Other
1788936683-534,https://poe2db.tw/us/Gem#SupportGems,Concussive Runes,"Concussive Runes (1)Support, Attack, AoE, Melee, Slam, Trigger","Support, Attack, AoE, Melee, Slam, Trigger",Support,,,,,,,,,,,,,,,Melee,,Attack,,,Trigger,AoE,,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionPummel.webp,,Other
1788936683-535,https://poe2db.tw/us/Gem#SupportGems,Esh's Prowess,"Esh's Prowess (1)Support, Lineage, Lightning","Support, Lineage, Lightning",Support,,,,,,,,,,,,,Lineage,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/EshsProwess.webp,,Other
1788936683-536,https://poe2db.tw/us/Gem#SupportGems,Fist Of Kalguur,"Fist Of Kalguur (1)Support, Attack, AoE, Melee, Slam, Trigger, Physical, Duration","Support, Attack, AoE, Melee, Slam, Trigger, Physical, Duration",Support,,,,,,,,,,,,Physical,,,Melee,,Attack,,,Trigger,AoE,Duration,,,,Slam,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionFistofKalguur.webp,,Other
1788936683-537,https://poe2db.tw/us/Gem#SupportGems,Healing Runes,"Healing Runes (1)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionHealingRunes.webp,,Other
1788936683-538,https://poe2db.tw/us/Gem#SupportGems,Her Declaration,"Her Declaration (1)Support, Lineage, Buff, Persistent","Support, Lineage, Buff, Persistent",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/MothersDeclaration.webp,,Other
1788936683-539,https://poe2db.tw/us/Gem#SupportGems,Medved's Felling,"Medved's Felling (1)Support, Lineage, Attack, Melee","Support, Lineage, Attack, Melee",Support,,,,,,,,,,,,,Lineage,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/MedvedsFelling.webp,,Other
1788936683-540,https://poe2db.tw/us/Gem#SupportGems,Mórrigan's Insight,"Mórrigan's Insight (1)Support, Lineage, Trigger, Cold, Duration, Payoff","Support, Lineage, Trigger, Cold, Duration, Payoff",Support,,,,,,,,,,,,,Lineage,,,,,,Cold,Trigger,,Duration,,,,,Payoff,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/MorrigansRefuge.webp,,Other
1788936683-541,https://poe2db.tw/us/Gem#SupportGems,Olroth's Conviction,"Olroth's Conviction (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/OlrothsConviction.webp,,Other
1788936683-542,https://poe2db.tw/us/Gem#SupportGems,Olroth's Hubris,"Olroth's Hubris (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/OlrothsHubris.webp,,Other
1788936683-543,https://poe2db.tw/us/Gem#SupportGems,Prototype Seventeen,"Prototype Seventeen (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/PrototypeSeventeen.webp,,Other
1788936683-544,https://poe2db.tw/us/Gem#SupportGems,Runeforged Blades,"Runeforged Blades (1)Support, Attack, Projectile, Trigger, Payoff","Support, Attack, Projectile, Trigger, Payoff",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,Trigger,,,,,,,Payoff,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlankWhiteSupport.webp,,Other
1788936683-545,https://poe2db.tw/us/Gem#SupportGems,Runic Extraction,"Runic Extraction (1)Support, Remnant","Support, Remnant",Support,,,,,,,,,,,,,,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionRunicExtraction.webp,,Other
1788936683-546,https://poe2db.tw/us/Gem#SupportGems,Runic Infusion,"Runic Infusion (1)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionRunicInfusion.webp,,Other
1788936683-547,https://poe2db.tw/us/Gem#SupportGems,Scouring Flame,"Scouring Flame (1)Support, Fire","Support, Fire",Support,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ExpeditionScouringFlame.webp,,Ring
1788936683-548,https://poe2db.tw/us/Gem#SupportGems,Seraph's Heart,"Seraph's Heart (1)Support, Lineage, Buff, Persistent","Support, Lineage, Buff, Persistent",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/SeraphsHeart.webp,,Other
1788936683-549,https://poe2db.tw/us/Gem#SupportGems,Styrn's Ferocity,"Styrn's Ferocity (1)Support, Lineage, Physical","Support, Lineage, Physical",Support,,,,,,,,,,,,Physical,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/KnightsFerocity.webp,,Other
1788936683-550,https://poe2db.tw/us/Gem#SupportGems,Styrn's Mountain,"Styrn's Mountain (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/KnightsLegacy.webp,,Other
1788936683-551,https://poe2db.tw/us/Gem#SupportGems,Tangmazu's Thurible,"Tangmazu's Thurible (1)Support, Lineage, Minion, Persistent","Support, Lineage, Minion, Persistent",Support,,,,,,,,,,,,,Lineage,Minion,,,,,,,,,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TangmazusThurible.webp,,Other
1788936683-552,https://poe2db.tw/us/Gem#SupportGems,Trickster's Shard,"Trickster's Shard (1)Support, Lineage, Spell, AoE, Trigger, Duration","Support, Lineage, Spell, AoE, Trigger, Duration",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TrickstersShard.webp,,Other
1788936683-553,https://poe2db.tw/us/Gem#SupportGems,Tul's Avalanche,"Tul's Avalanche (1)Support, Lineage, Spell, AoE","Support, Lineage, Spell, AoE",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/TulsProgeny.webp,,Other
1788936683-554,https://poe2db.tw/us/Gem#SupportGems,Uhtred's Constellation,"Uhtred's Constellation (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/UhtredsConstellation.webp,,Other
1788936683-555,https://poe2db.tw/us/Gem#SupportGems,Uhtred's Rite,"Uhtred's Rite (1)Support, Lineage, Duration","Support, Lineage, Duration",Support,,,,,,,,,,,,,Lineage,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/UthredsChalice.webp,,Other
1788936683-556,https://poe2db.tw/us/Gem#SupportGems,Vorana's Siege,"Vorana's Siege (1)Support, Lineage, AoE","Support, Lineage, AoE",Support,,,,,,,,,,,,,Lineage,,,,,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/VoranasSiege.webp,,Other
1788936683-557,https://poe2db.tw/us/Gem#SupportGems,Vruun's Aftermath,"Vruun's Aftermath (1)Support, Lineage, Warcry","Support, Lineage, Warcry",Support,,,,,,,Warcry,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/VruunsAftermath.webp,,Other
